data,concorso,n1,n2,n3,n4,n5,n6,jolly,superstar
2015-04-04,41,11,38,44,48,56,83,28,
2015-04-07,42,4,18,20,68,72,77,21,
2015-04-09,43,7,25,30,44,47,68,53,
2015-04-11,44,26,54,55,73,86,90,3,
2015-04-14,45,36,45,56,79,81,90,52,
2015-04-16,46,37,38,43,69,79,86,72,
2015-04-18,47,10,11,18,36,47,85,48,
2015-04-21,48,4,17,52,59,67,84,88,
2015-04-23,49,8,13,27,34,47,83,6,
2015-04-27,50,8,26,39,56,78,85,49,
2015-04-28,51,10,41,59,61,65,71,8,
2015-04-30,52,18,28,31,33,55,78,81,
2015-05-02,53,6,34,45,46,59,73,35,
2015-05-05,54,7,31,33,78,86,87,72,
2015-05-07,55,12,32,43,46,58,77,18,
2015-05-09,56,31,40,52,55,62,76,17,
2015-05-12,57,10,19,48,78,85,90,22,
2015-05-14,58,19,25,42,51,55,56,24,
2015-05-16,59,3,32,39,65,75,76,51,
2015-05-19,60,6,20,43,44,46,67,85,
2015-05-21,61,17,21,23,51,65,87,53,
2015-05-23,62,4,24,29,31,39,71,19,
2015-05-26,63,6,9,21,69,77,78,90,
2015-05-28,64,6,33,57,61,80,83,53,
2015-05-30,65,13,33,39,56,65,86,52,
2015-06-03,66,3,28,37,42,67,86,1,
2015-06-04,67,14,17,23,45,87,88,46,
2015-06-06,68,16,24,34,40,41,57,13,
2015-06-09,69,15,21,58,80,82,86,49,
2015-06-11,70,26,48,52,61,75,79,82,
2015-06-13,71,19,35,36,38,45,80,17,
2015-06-16,72,6,28,55,57,78,83,67,
2015-06-18,73,18,21,28,62,84,90,41,
2015-06-20,74,6,11,21,65,66,85,23,
2015-06-23,75,20,24,26,33,42,80,29,
2015-06-25,76,18,46,63,68,73,79,28,
2015-06-27,77,17,22,45,48,53,61,26,
2015-06-30,78,4,11,16,25,34,59,75,
2015-07-02,79,8,17,30,61,78,88,56,
2015-07-04,80,8,30,38,51,62,66,14,
2015-07-07,81,19,25,31,78,83,88,18,
2015-07-09,82,8,54,59,66,86,89,15,
2015-07-11,83,8,30,34,39,42,58,80,
2015-07-14,84,12,17,32,47,74,86,8,
2015-07-16,85,22,27,29,49,69,87,73,
2015-07-18,86,22,42,47,62,70,72,90,
2015-07-21,87,1,21,63,70,79,84,25,
2015-07-23,88,33,41,44,48,68,75,56,
2015-07-25,89,2,20,21,40,45,65,15,
2015-07-28,90,4,26,34,66,67,81,88,
2015-07-30,91,13,18,25,26,35,61,60,
2015-08-01,92,2,26,34,58,80,81,23,
2015-08-04,93,34,53,77,78,83,89,87,
2015-08-06,94,2,27,36,39,53,79,72,
2015-08-08,95,3,7,17,26,55,72,41,
2015-08-11,96,17,25,32,42,71,85,60,
2015-08-13,97,4,17,34,41,66,78,30,
2015-08-17,98,1,4,50,70,71,76,84,
2015-08-18,99,20,30,45,50,76,86,3,
2015-08-20,100,4,14,31,68,70,74,73,
2015-08-22,101,6,7,9,14,17,35,27,
2015-08-25,102,3,18,19,65,81,88,70,
2015-08-27,103,2,4,12,40,50,80,13,
2015-08-29,104,7,28,44,55,57,78,14,
2015-09-01,105,13,30,38,48,50,77,29,
2015-09-03,106,13,18,19,49,78,87,45,
2015-09-05,107,24,30,36,42,71,86,32,
2015-09-08,108,41,50,54,60,75,88,62,
2015-09-10,109,10,14,15,34,75,88,1,
2015-09-12,110,11,24,46,48,68,82,5,
2015-09-15,111,9,17,20,32,35,56,24,
2015-09-17,112,8,9,42,71,78,79,62,
2015-09-19,113,9,32,40,49,52,60,5,
2015-09-22,114,10,26,50,55,62,81,27,
2015-09-24,115,1,32,36,61,78,80,79,
2015-09-26,116,1,37,69,74,77,89,28,
2015-09-29,117,17,25,41,45,57,82,22,
2015-10-01,118,2,17,21,49,69,74,79,
2015-10-03,119,2,4,14,31,43,61,11,
2015-10-06,120,8,11,17,27,62,84,41,
2015-10-08,121,23,32,33,55,84,90,2,
2015-10-10,122,32,41,45,47,78,90,59,
2015-10-13,123,35,36,63,71,75,89,15,
2015-10-15,124,7,9,16,24,32,40,17,
2015-10-17,125,4,6,61,63,65,72,9,
2015-10-20,126,18,34,58,60,64,88,5,
2015-10-22,127,1,6,32,50,51,81,4,
2015-10-24,128,9,14,33,38,46,87,2,
2015-10-27,129,13,15,48,50,74,83,84,
2015-10-29,130,4,16,40,57,71,84,62,
2015-10-31,131,6,25,26,52,86,88,61,
2015-11-03,132,30,41,47,71,79,86,83,
2015-11-05,133,17,21,29,33,43,62,85,
2015-11-07,134,2,19,22,46,51,54,83,
2015-11-10,135,8,31,33,38,66,77,3,
2015-11-12,136,19,22,31,41,54,87,38,
2015-11-14,137,19,56,73,84,85,86,2,
2015-11-17,138,27,29,39,54,59,74,79,
2015-11-19,139,25,28,44,52,87,89,10,
2015-11-21,140,13,25,33,53,75,83,38,
2015-11-24,141,52,54,70,80,82,84,66,
2015-11-26,142,12,36,45,67,77,88,11,
2015-11-28,143,20,23,28,51,65,81,87,
2015-12-01,144,31,39,55,58,85,87,86,
2015-12-03,145,38,46,53,65,77,84,80,
2015-12-05,146,1,28,34,42,49,77,65,
2015-12-09,147,21,54,62,63,82,83,37,
2015-12-10,148,1,19,20,56,60,83,63,
2015-12-12,149,18,20,46,47,55,66,75,
2015-12-15,150,5,30,36,63,84,85,37,
2015-12-17,151,11,44,56,81,83,87,9,
2015-12-19,152,7,22,46,50,55,73,14,
2015-12-22,153,18,22,23,57,60,69,14,
2015-12-24,154,6,8,24,28,36,63,79,
2015-12-28,155,5,38,48,52,81,88,65,
2015-12-29,156,15,20,57,72,76,89,30,
2015-12-31,157,15,26,29,77,81,90,37,
2016-01-02,1,1,17,39,41,56,65,18,
2016-01-05,2,7,20,40,56,60,90,76,
2016-01-07,3,10,38,61,62,74,86,69,
2016-01-09,4,20,26,36,50,51,74,83,
2016-01-12,5,3,9,28,42,50,79,87,
2016-01-14,6,5,8,17,41,46,87,30,
2016-01-16,7,11,17,48,52,70,90,29,
2016-01-19,8,13,18,35,43,51,66,72,
2016-01-21,9,2,12,32,57,61,81,54,
2016-01-23,10,4,5,8,14,32,49,18,
2016-01-26,11,24,45,50,60,63,87,71,
2016-01-28,12,2,6,15,39,80,83,47,
2016-01-30,13,13,24,51,68,77,81,76,
2016-02-02,14,19,38,40,56,65,80,35,
2016-02-04,15,7,21,31,39,46,69,77,
2016-02-06,16,10,24,36,63,77,89,81,
2016-02-09,17,11,26,46,56,58,78,60,
2016-02-11,18,17,27,45,53,71,74,21,
2016-02-13,19,2,30,49,66,74,80,33,
2016-02-16,20,2,10,27,34,38,40,72,
2016-02-18,21,12,26,30,51,57,89,54,
2016-02-20,22,29,32,33,49,54,85,16,
2016-02-23,23,2,14,58,74,80,82,86,
2016-02-25,24,14,33,52,67,71,81,80,
2016-02-27,25,19,22,28,48,49,85,78,
2016-03-01,26,15,20,25,30,45,55,73,
2016-03-03,27,8,16,29,49,56,62,44,
2016-03-05,28,6,8,68,77,80,86,27,
2016-03-08,29,8,27,32,51,52,89,49,
2016-03-10,30,9,16,18,22,65,71,84,
2016-03-12,31,29,37,52,67,80,82,68,
2016-03-15,32,2,4,17,19,38,56,80,
2016-03-17,33,1,12,65,67,76,86,89,
2016-03-19,34,18,41,51,56,72,76,68,
2016-03-22,35,17,31,32,43,59,71,2,
2016-03-24,36,14,24,26,57,67,89,28,
2016-03-26,37,28,43,67,68,72,79,18,
2016-03-29,38,29,55,65,71,73,77,5,
2016-03-31,39,17,28,63,78,84,88,34,
2016-04-02,40,2,24,65,75,81,88,6,
2016-04-05,41,12,23,28,32,42,85,31,
2016-04-07,42,38,42,45,59,66,87,5,
2016-04-09,43,2,5,12,33,54,59,18,
2016-04-12,44,34,50,55,72,79,89,1,
2016-04-14,45,1,2,6,42,67,83,80,
2016-04-16,46,8,12,23,58,86,89,62,
2016-04-19,47,14,30,61,86,88,90,89,
2016-04-21,48,1,15,30,50,54,62,71,
2016-04-23,49,10,11,15,33,79,83,27,
2016-04-26,50,38,49,51,59,77,90,35,
2016-05-31,65,8,18,33,41,62,71,1,
2016-06-04,66,8,10,18,64,85,87,3,
2016-06-06,67,3,54,56,57,75,90,1,
2016-06-07,68,24,29,45,63,65,70,8,
2016-06-09,69,9,14,61,76,80,83,44,
2016-06-11,70,27,30,34,40,52,68,50,
2016-06-14,71,25,31,33,42,58,86,3,
2016-06-16,72,18,19,29,47,59,68,21,
2016-06-18,73,24,25,45,51,52,63,19,
2016-06-21,74,4,30,31,45,49,85,11,
2016-06-23,75,17,18,25,43,66,87,1,
2016-06-25,76,11,14,44,54,85,87,35,
2016-06-28,77,5,23,44,59,60,83,50,
2016-06-30,78,30,31,32,34,50,51,75,
2016-07-02,79,8,9,22,43,50,56,20,
2016-07-05,80,22,26,43,50,59,65,20,
2016-07-07,81,1,4,32,59,70,86,89,
2016-07-09,82,12,34,44,45,53,68,81,
2016-07-12,83,1,41,59,63,81,85,74,
2016-07-14,84,38,56,61,67,72,82,87,
2016-07-16,85,26,37,43,67,75,78,10,
2016-07-19,86,4,10,28,29,48,52,3,
2016-07-21,87,19,27,35,56,60,89,47,
2016-07-23,88,1,30,42,61,76,88,71,
2016-07-26,89,4,13,15,18,72,76,69,
2016-07-28,90,29,37,38,61,63,85,59,
2016-07-30,91,15,22,26,45,48,82,64,
2016-08-02,92,34,54,57,84,89,90,44,
2016-08-04,93,25,37,40,61,65,77,23,
2016-08-06,94,23,34,58,61,71,77,53,
2016-08-09,95,12,27,34,76,77,85,78,
2016-08-11,96,31,65,78,85,89,90,34,
2016-08-13,97,2,25,43,72,87,89,74,
2016-08-16,98,9,12,18,63,64,73,88,
2016-08-18,99,8,39,59,65,82,83,41,
2016-08-20,100,10,29,35,44,49,65,50,
2016-08-23,101,4,28,48,67,68,84,2,
2016-08-25,102,16,28,40,43,57,61,8,
2016-08-27,103,1,32,37,54,66,81,90,
2016-08-30,104,6,9,17,47,66,86,21,
2016-09-01,105,4,18,43,60,69,85,87,
2016-09-03,106,4,29,35,46,82,85,13,
2016-09-06,107,7,30,34,61,84,88,25,
2016-09-08,108,6,12,47,51,60,79,54,
2016-09-10,109,9,13,16,49,64,65,58,
2016-09-13,110,9,22,48,66,68,83,62,
2016-09-15,111,14,18,30,48,53,86,71,
2016-09-17,112,2,4,10,59,68,88,58,
2016-09-20,113,45,46,48,52,77,78,21,
2016-09-22,114,4,11,34,49,55,83,85,
2016-09-24,115,3,16,22,31,45,56,37,
2016-09-27,116,36,41,55,81,83,85,51,
2016-09-29,117,11,40,41,44,67,70,68,
2016-10-01,118,18,19,57,74,80,82,29,
2016-10-04,119,47,49,67,80,84,85,21,
2016-10-06,120,2,12,26,52,59,80,16,
2016-10-08,121,18,25,37,47,62,87,74,
2016-10-11,122,11,12,17,53,71,76,90,
2016-10-13,123,4,34,39,60,61,77,85,
2016-10-15,124,4,7,36,72,78,81,20,
2016-10-18,125,24,44,48,61,73,87,88,
2016-10-20,126,2,43,65,66,67,90,44,
2016-10-22,127,1,6,45,48,64,78,33,
2016-10-25,128,4,40,54,65,83,85,73,
2016-10-27,129,3,12,23,71,76,83,56,
2016-10-29,130,1,7,13,17,40,49,80,
2016-10-31,131,3,14,18,25,47,75,72,
2016-11-03,132,21,35,56,66,68,79,15,
2016-11-05,133,21,22,26,35,47,85,18,
2016-11-08,134,31,32,60,75,81,84,62,
2016-11-10,135,26,41,50,55,69,86,47,
2016-11-12,136,9,12,20,22,75,90,77,
2016-11-15,137,9,18,25,31,78,81,33,
2016-11-17,138,2,20,23,41,44,59,29,
2016-11-19,139,28,29,37,43,51,78,90,
2016-11-22,140,8,21,44,77,80,86,62,
2016-11-24,141,53,68,75,79,82,84,42,
2016-11-26,142,41,42,44,47,68,69,80,
2016-11-29,143,5,24,35,49,62,77,90,
2016-12-01,144,11,20,31,56,63,72,28,
2016-12-03,145,2,10,15,26,68,71,64,
2016-12-06,146,24,51,56,64,65,73,34,
2016-12-10,147,54,65,66,68,70,85,52,
2016-12-12,148,6,39,52,65,68,86,30,
2016-12-13,149,17,21,35,48,60,76,23,
2016-12-15,150,9,30,31,53,67,86,42,
2016-12-17,151,7,15,31,39,41,45,50,
2016-12-20,152,10,11,29,47,58,73,43,
2016-12-22,153,14,23,24,44,77,86,74,
2016-12-24,154,1,19,21,32,48,86,3,
2016-12-27,155,13,25,30,57,58,64,14,
2016-12-29,156,31,33,38,58,76,85,25,
2016-12-31,157,12,14,18,22,28,33,66,
2017-01-03,1,9,12,27,32,45,77,3,
2017-01-05,2,1,7,21,27,39,78,40,
2017-01-07,3,2,8,62,79,81,88,32,
2017-01-10,4,1,9,22,25,58,84,12,
2017-01-12,5,14,16,30,34,52,73,28,
2017-01-14,6,12,17,24,45,67,84,32,
2017-01-17,7,16,44,49,57,60,81,51,
2017-01-19,8,32,51,74,79,80,81,64,
2017-01-21,9,6,55,63,68,76,80,37,
2017-01-24,10,63,67,74,77,83,85,21,
2017-01-26,11,43,48,49,51,60,75,29,
2017-01-28,12,9,13,15,51,73,74,7,
2017-01-31,13,14,15,16,43,49,77,8,
2017-02-02,14,11,27,56,57,64,66,33,
2017-02-04,15,13,18,34,51,62,81,20,
2017-02-07,16,2,21,38,74,79,83,88,
2017-02-09,17,18,25,35,38,45,75,20,
2017-02-11,18,6,9,11,32,63,83,42,
2017-02-14,19,9,14,19,35,48,65,2,
2017-02-16,20,13,17,26,33,60,78,69,
2017-02-18,21,7,13,24,36,37,86,33,
2017-02-21,22,4,22,36,60,66,90,11,
2017-02-23,23,9,11,21,37,86,90,17,
2017-02-25,24,11,17,40,69,84,85,82,
2017-02-28,25,19,22,44,45,71,76,3,
2017-03-02,26,34,37,52,58,65,89,86,
2017-03-04,27,2,11,26,51,64,87,37,
2017-03-07,28,8,19,28,33,71,89,17,
2017-03-09,29,4,17,39,40,50,58,15,
2017-03-11,30,3,6,46,48,63,76,66,
2017-03-14,31,16,21,53,74,79,80,27,
2017-03-16,32,16,21,31,62,69,85,12,
2017-03-18,33,14,41,60,74,79,80,18,
2017-03-21,34,32,35,58,63,76,79,14,
2017-03-23,35,25,39,48,74,86,89,67,
2017-03-25,36,3,50,60,64,85,86,58,
2017-03-28,37,3,6,20,54,72,90,71,
2017-03-30,38,5,16,40,70,74,76,85,
2017-04-01,39,8,46,68,70,76,86,39,
2017-04-04,40,3,16,29,34,37,57,62,
2017-04-06,41,15,16,21,24,53,89,31,
2017-04-08,42,4,6,27,76,80,86,48,
2017-04-11,43,5,57,59,69,81,86,77,
2017-04-13,44,16,24,56,69,85,87,51,
2017-04-15,45,6,20,35,36,55,59,52,
2017-04-18,46,18,29,52,74,76,88,31,
2017-04-20,47,3,14,52,67,72,82,61,
2017-04-22,48,1,4,9,10,36,79,56,
2017-04-24,49,8,17,28,35,74,82,13,
2017-04-27,50,8,27,54,62,82,83,17,
2017-04-29,51,8,14,25,41,79,84,85,
2017-05-02,52,28,43,59,60,78,80,2,
2017-05-04,53,15,20,33,39,65,75,7,
2017-05-06,54,57,60,73,77,82,86,72,
2017-05-09,55,3,25,63,70,75,78,65,
2017-05-11,56,19,37,45,51,82,83,58,
2017-05-13,57,4,15,21,22,44,77,54,
2017-05-16,58,29,38,75,79,80,90,67,
2017-05-18,59,1,19,47,61,70,87,37,
2017-05-20,60,6,37,46,53,73,78,69,
2017-05-23,61,10,18,23,34,61,75,35,
2017-05-25,62,10,33,40,42,46,77,63,
2017-05-27,63,16,34,57,64,65,78,49,
2017-05-30,64,21,26,35,59,66,70,69,
2017-06-01,65,7,15,27,37,56,58,32,
2017-06-03,66,2,22,36,77,83,90,47,
2017-06-06,67,7,12,26,46,56,70,13,
2017-06-08,68,11,28,32,48,54,59,73,
2017-06-10,69,19,54,56,57,67,69,21,
2017-06-13,70,41,50,69,71,77,81,26,
2017-06-15,71,6,24,28,32,78,83,13,
2017-06-17,72,45,48,71,75,80,83,40,
2017-06-20,73,38,46,54,76,82,86,17,
2017-06-22,74,9,18,24,42,59,71,69,
2017-06-24,75,2,18,20,23,30,75,26,
2017-06-27,76,9,14,62,64,78,82,24,
2017-06-29,77,16,19,38,40,58,79,26,
2017-07-01,78,15,20,45,59,81,85,72,
2017-07-04,79,21,37,58,75,81,85,12,
2017-07-06,80,36,37,46,48,51,74,54,
2017-07-08,81,6,8,32,54,80,82,75,
2017-07-11,82,6,12,38,42,49,83,53,
2017-07-13,83,2,11,26,62,74,78,88,
2017-07-15,84,27,37,44,47,73,86,68,
2017-07-18,85,17,34,42,47,75,85,49,
2017-07-20,86,22,32,45,60,61,80,67,
2017-07-22,87,6,22,26,33,51,88,68,
2017-07-25,88,4,29,30,47,52,59,79,
2017-07-27,89,5,15,52,60,77,84,28,
2017-07-29,90,5,11,58,75,78,81,79,
2017-08-01,91,1,8,28,54,82,90,5,
2017-08-03,92,20,25,39,49,69,71,2,
2017-08-05,93,14,19,50,69,75,90,67,
2017-08-08,94,17,24,33,41,63,66,83,
2017-08-10,95,3,5,24,41,48,80,71,
2017-08-12,96,6,17,32,40,44,67,21,
2017-08-14,97,34,44,46,47,64,88,72,
2017-08-17,98,22,28,46,52,69,86,68,
2017-08-19,99,18,29,34,47,48,60,25,
2017-08-22,100,34,46,50,52,67,86,58,
2017-08-24,101,40,45,54,72,85,88,50,
2017-08-26,102,28,29,36,54,55,68,8,
2017-08-29,103,21,23,54,73,84,88,33,
2017-08-31,104,5,29,32,33,72,89,70,
2017-09-02,105,2,49,57,60,71,77,40,
2017-09-05,106,7,12,66,68,73,76,59,
2017-09-07,107,11,29,64,68,70,85,48,
2017-09-09,108,29,39,49,56,83,85,11,
2017-09-12,109,7,10,25,26,37,68,41,
2017-09-14,110,18,25,29,30,33,69,38,
2017-09-16,111,22,35,36,55,63,86,47,
2017-09-19,112,38,45,46,55,65,73,53,
2017-09-21,113,13,16,27,48,67,77,8,
2017-09-23,114,8,46,48,69,72,81,66,
2017-09-26,115,13,18,19,46,58,60,57,
2017-09-28,116,6,15,39,68,80,89,60,
2017-09-30,117,7,12,21,22,39,90,71,
2017-10-03,118,6,21,38,48,79,90,35,
2017-10-05,119,14,33,48,61,65,80,46,
2017-10-07,120,14,17,35,37,55,83,43,
2017-10-10,121,4,26,52,65,66,72,1,
2017-10-12,122,9,16,19,35,41,59,68,
2017-10-14,123,2,13,50,75,85,90,44,
2017-10-17,124,10,17,30,55,62,78,76,
2017-10-19,125,16,17,58,66,71,72,12,
2017-10-21,126,21,22,31,32,33,81,48,
2017-10-24,127,6,45,47,61,74,80,32,
2017-10-26,128,14,38,43,57,65,72,30,
2017-10-28,129,7,11,17,28,32,79,80,
2017-10-31,130,19,24,35,69,80,89,62,
2017-11-02,131,11,31,46,48,65,68,28,
2017-11-04,132,6,7,8,38,45,78,26,
2017-11-07,133,2,6,34,69,77,86,15,
2017-11-09,134,8,12,41,42,46,51,67,
2017-11-11,135,16,31,33,51,75,80,21,
2017-11-14,136,1,11,40,45,46,57,60,
2017-11-16,137,2,12,16,26,51,73,46,
2017-11-18,138,3,16,24,27,44,88,80,
2017-11-21,139,32,40,41,47,56,72,58,
2017-11-23,140,14,38,40,51,53,64,71,
2017-11-25,141,16,20,22,42,54,62,52,
2017-11-28,142,27,28,48,61,87,88,86,
2017-11-30,143,5,17,19,33,43,63,15,
2017-12-02,144,4,12,25,27,35,69,67,
2017-12-05,145,10,34,45,63,81,83,41,
2017-12-07,146,14,15,65,68,82,85,42,
2017-12-09,147,21,24,48,51,60,82,88,
2017-12-12,148,2,30,44,52,58,69,76,
2017-12-14,149,25,33,39,59,72,74,22,
2017-12-16,150,3,7,53,65,66,73,11,
2017-12-18,151,24,55,71,73,85,90,2,
2017-12-19,152,22,39,43,65,77,89,18,
2017-12-21,153,12,25,50,59,67,88,24,
2017-12-23,154,35,39,48,71,88,89,10,
2017-12-28,155,10,28,33,43,50,80,34,
2017-12-30,156,6,17,23,46,52,53,85,
2018-01-02,1,1,19,26,44,61,89,84,
2018-01-04,2,5,19,28,43,58,82,1,
2018-01-08,3,15,18,24,33,48,64,58,
2018-01-09,4,8,69,70,84,88,90,53,
2018-01-11,5,3,25,28,37,71,82,75,
2018-01-13,6,2,10,41,49,56,71,36,
2018-01-16,7,9,29,51,53,74,76,28,
2018-01-18,8,29,43,46,50,85,86,39,
2018-01-20,9,27,48,50,74,76,84,19,
2018-01-23,10,2,5,24,32,47,62,17,
2018-01-25,11,15,38,48,52,66,71,39,
2018-01-27,12,5,24,68,72,78,85,32,
2018-01-30,13,22,39,47,49,77,89,80,
2018-02-01,14,20,45,51,63,85,89,2,
2018-02-03,15,1,8,19,28,34,87,43,
2018-02-06,16,4,8,16,35,36,74,31,
2018-02-08,17,24,25,30,43,47,90,77,
2018-02-10,18,7,31,35,57,88,89,87,
2018-02-13,19,3,11,38,53,70,71,27,
2018-02-15,20,5,17,34,40,78,82,60,
2018-02-17,21,5,17,37,40,55,79,31,
2018-02-20,22,17,25,52,55,67,75,90,
2018-02-22,23,9,40,45,70,76,81,39,
2018-02-24,24,10,44,48,62,68,83,61,
2018-02-27,25,48,56,66,83,86,89,6,
2018-03-01,26,9,23,57,72,77,82,64,
2018-03-03,27,2,19,62,74,81,83,56,
2018-03-06,28,12,36,45,46,67,75,66,
2018-03-08,29,22,50,52,65,66,89,57,
2018-03-10,30,11,15,42,64,82,84,5,
2018-03-13,31,19,33,42,65,78,85,74,
2018-03-15,32,2,13,17,31,45,69,87,
2018-03-17,33,7,35,52,85,88,90,72,
2018-03-20,34,9,20,33,43,44,48,8,
2018-03-22,35,20,23,29,37,39,72,44,
2018-03-24,36,2,24,42,62,66,81,36,
2018-03-27,37,10,16,35,63,73,83,20,
2018-03-29,38,11,15,32,35,52,56,5,
2018-03-31,39,1,6,7,9,45,79,80,
2018-04-03,40,30,45,47,49,71,90,29,
2018-04-05,41,7,27,55,63,73,77,33,
2018-04-07,42,3,20,47,55,81,83,28,
2018-04-10,43,27,35,46,68,72,82,81,
2018-04-12,44,8,28,34,38,47,54,7,
2018-04-14,45,1,10,31,44,58,80,70,
2018-04-17,46,12,23,39,54,72,73,53,
2018-04-19,47,5,17,20,44,62,80,48,
2018-04-21,48,11,43,68,72,79,85,71,
2018-04-24,49,31,41,44,67,75,82,39,
2018-04-26,50,44,52,64,66,67,71,83,
2018-04-28,51,2,25,41,42,74,87,13,
2018-04-30,52,6,10,26,47,60,75,78,
2018-05-03,53,9,19,31,39,77,82,22,
2018-05-05,54,6,14,19,59,79,81,65,
2018-05-08,55,17,18,41,57,58,75,83,
2018-05-10,56,41,62,77,79,81,84,60,
2018-05-12,57,29,49,50,56,64,78,89,
2018-05-15,58,3,10,38,52,65,71,1,
2018-05-17,59,16,33,34,74,79,80,64,
2018-05-19,60,40,51,55,56,74,81,35,
2018-05-22,61,12,13,19,37,62,72,40,
2018-05-24,62,1,27,31,58,83,87,86,
2018-05-26,63,20,27,32,55,69,90,60,
2018-05-29,64,19,28,42,49,68,83,20,
2018-05-31,65,9,57,64,66,69,86,2,
2018-06-04,66,45,56,66,74,77,88,47,
2018-06-05,67,6,10,11,21,71,75,26,
2018-06-07,68,33,39,47,64,67,76,31,
2018-06-09,69,13,32,41,51,61,86,42,
2018-06-12,70,1,12,31,33,44,50,48,
2018-06-14,71,5,37,51,65,79,81,30,
2018-06-16,72,2,9,15,22,47,65,86,
2018-06-19,73,1,7,25,40,68,75,84,
2018-06-21,74,6,11,37,42,58,62,26,
2018-06-23,75,4,17,29,55,67,70,72,
2018-06-26,76,2,6,37,39,51,86,7,
2018-06-28,77,28,36,55,76,81,89,16,
2018-06-30,78,9,13,23,32,45,54,80,
2018-07-03,79,28,33,38,41,66,72,31,
2018-07-05,80,11,19,27,41,61,83,3,
2018-07-07,81,3,51,55,64,77,79,34,
2018-07-10,82,27,41,50,60,63,81,90,
2018-07-12,83,3,13,18,24,74,89,34,
2018-07-14,84,2,9,14,19,27,77,75,
2018-07-17,85,30,35,44,60,72,76,23,
2018-07-19,86,11,38,47,71,76,77,43,
2018-07-21,87,22,36,38,56,59,67,52,
2018-07-24,88,7,29,37,43,72,79,30,
2018-07-26,89,21,34,53,72,80,84,73,
2018-07-28,90,10,19,47,67,68,75,40,
2018-07-31,91,23,32,49,53,61,85,87,
2018-08-02,92,5,6,41,44,65,74,61,
2018-08-04,93,23,39,53,56,64,84,22,
2018-08-07,94,11,18,21,23,55,66,26,
2018-08-09,95,31,32,46,54,73,90,47,
2018-08-11,96,14,57,73,79,82,84,83,
2018-08-14,97,21,43,45,57,67,83,37,
2018-08-16,98,2,10,12,21,22,50,3,
2018-08-18,99,7,14,27,66,70,81,76,
2018-08-21,100,2,16,30,39,51,79,57,
2018-08-23,101,14,23,32,34,40,80,73,
2018-08-25,102,42,44,54,68,69,81,70,
2018-08-28,103,1,26,39,43,73,89,55,
2018-08-30,104,16,28,29,55,63,69,46,
2018-09-01,105,1,4,19,23,55,68,28,
2018-09-04,106,18,25,47,51,70,83,2,
2018-09-06,107,2,23,34,52,76,87,58,
2018-09-08,108,7,25,32,39,59,86,27,
2018-09-11,109,59,61,63,65,71,84,12,
2018-09-13,110,16,23,29,49,57,76,30,
2018-09-15,111,3,26,34,61,84,87,67,
2018-09-18,112,2,24,31,42,47,55,40,
2018-09-20,113,15,18,56,67,72,74,6,
2018-09-22,114,12,16,29,45,82,85,89,
2018-09-25,115,17,24,57,64,70,89,76,
2018-09-27,116,21,37,46,56,65,77,76,
2018-09-29,117,34,54,77,80,81,87,18,
2018-10-02,118,3,7,18,47,64,82,84,
2018-10-04,119,15,30,72,79,86,90,70,
2018-10-06,120,27,28,33,75,77,78,20,
2018-10-09,121,10,36,49,53,77,85,35,
2018-10-11,122,20,23,39,50,62,68,27,
2018-10-13,123,14,36,39,46,55,59,64,
2018-10-16,124,8,13,25,50,65,72,54,
2018-10-18,125,16,23,50,73,80,88,89,
2018-10-20,126,4,14,27,38,89,90,57,
2018-10-23,127,6,30,49,56,64,81,42,
2018-10-25,128,10,21,24,26,29,89,60,
2018-10-27,129,3,12,35,51,59,80,34,
2018-10-30,130,38,40,43,59,67,72,22,
2018-11-03,131,23,35,40,79,86,87,13,
2018-11-05,132,8,36,39,40,48,50,68,
2018-11-06,133,4,16,24,42,51,84,14,
2018-11-08,134,11,15,20,27,45,59,7,
2018-11-10,135,9,15,20,46,50,84,3,
2018-11-13,136,7,15,22,31,46,50,61,
2018-11-15,137,6,12,34,36,40,66,82,
2018-11-17,138,3,5,38,53,54,82,9,
2018-11-20,139,3,9,43,48,61,83,7,
2018-11-22,140,15,24,28,34,56,73,51,
2018-11-24,141,30,38,63,68,77,80,45,
2018-11-27,142,6,12,15,30,31,89,37,
2018-11-29,143,6,22,27,36,62,76,28,
2018-12-01,144,7,16,33,54,80,84,18,
2018-12-04,145,6,31,37,47,71,78,8,
2018-12-06,146,10,30,44,45,47,49,15,
2018-12-10,147,7,37,52,73,87,88,44,
2018-12-11,148,6,17,32,38,47,90,75,
2018-12-13,149,7,9,12,21,30,41,44,
2018-12-15,150,5,23,36,42,47,79,56,
2018-12-18,151,39,61,68,69,70,86,73,
2018-12-20,152,11,49,58,71,76,89,20,
2018-12-22,153,4,14,16,51,64,88,65,
2018-12-24,154,12,19,36,42,77,87,47,
2018-12-27,155,36,43,44,49,78,82,18,
2018-12-29,156,24,37,46,49,62,71,53,
2019-01-03,1,1,35,52,56,64,70,79,
2019-01-05,2,46,52,55,68,76,89,11,
2019-01-07,3,3,8,28,45,55,58,1,
2019-01-08,4,23,34,38,54,57,87,39,
2019-01-10,5,2,39,66,76,86,87,15,
2019-01-12,6,16,33,36,62,73,88,48,
2019-01-15,7,8,43,51,56,57,87,25,
2019-01-17,8,21,26,33,35,63,89,9,
2019-01-19,9,1,15,45,48,60,80,2,
2019-01-22,10,3,22,79,82,83,88,58,
